"ProbeID","GeneSymbol","EntrezID","GeneTitle","GOProcess","GOProcessID","GOFunction","GOFunctionID","GOComponent","GOComponentID"
"203537_at","PRPSAP2","5636","phosphoribosyl pyrophosphate synthetase associated protein 2","bone development///negative regulation of catalytic activity///nucleobase-containing compound metabolic process///nucleoside metabolic process///nucleotide biosynthetic process","GO:0060348///GO:0043086///GO:0006139///GO:0009116///GO:0009165","enzyme inhibitor activity///magnesium ion binding///ribose phosphate diphosphokinase activity","GO:0004857///GO:0000287///GO:0004749","ribose phosphate diphosphokinase complex","GO:0002189"
"203538_at","CAMLG","819","calcium modulating ligand","defense response///epidermal growth factor receptor signaling pathway///receptor recycling///signal transduction///viral process","GO:0006952///GO:0007173///GO:0001881///GO:0007165///GO:0016032","cell adhesion molecule binding///protein binding","GO:0050839///GO:0005515","endoplasmic reticulum///integral component of membrane///membrane","GO:0005783///GO:0016021///GO:0016020"
"203540_at","GFAP","2670","glial fibrillary acidic protein","Bergmann glial cell differentiation///astrocyte development///extracellular matrix organization///intermediate filament organization///long-term synaptic potentiation///negative regulation of neuron projection development///neuron projection regeneration///positive regulation of Schwann cell proliferation///regulation of chaperone-mediated autophagy///regulation of chaperone-mediated autophagy///regulation of neurotransmitter uptake///regulation of protein complex assembly///response to wounding","GO:0060020///GO:0014002///GO:0030198///GO:0045109///GO:0060291///GO:0010977///GO:0031102///GO:0010625///GO:1904714///GO:1904714///GO:0051580///GO:0043254///GO:0009611","glycoprotein binding///integrin binding///kinase binding///protein binding///structural constituent of cytoskeleton","GO:0001948///GO:0005178///GO:0019900///GO:0005515///GO:0005200","astrocyte end-foot///cell body///cytoplasm///cytosol///intermediate filament///intermediate filament cytoskeleton///colocalizes_with lysosome///membrane///myelin sheath","GO:0097450///GO:0044297///GO:0005737///GO:0005829///GO:0005882///GO:0045111///colocalizes_with GO:0005764///GO:0016020///GO:0043209"
"203543_s_at","KLF9","687","Kruppel like factor 9","cellular response to cortisol stimulus///cellular response to thyroid hormone stimulus///circadian rhythm///negative regulation of keratinocyte proliferation///regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","GO:0071387///GO:0097067///GO:0007623///GO:0010839///GO:0006357///GO:0006351","DNA binding///metal ion binding///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0046872///GO:0003700","cytoplasm///nucleoplasm///nucleus///plasma membrane","GO:0005737///GO:0005654///GO:0005634///GO:0005886"
"203544_s_at","STAM","8027","signal transducing adaptor molecule","autophagy///endosomal transport///intracellular protein transport///multivesicular body assembly///negative regulation of epidermal growth factor receptor signaling pathway///positive regulation of exosomal secretion///positive regulation of signal transduction///regulation of extracellular exosome assembly///signal transduction","GO:0006914///GO:0016197///GO:0006886///GO:0036258///GO:0042059///GO:1903543///GO:0009967///GO:1903551///GO:0007165","SH3/SH2 adaptor activity///protein binding","GO:0005070///GO:0005515","ESCRT-0 complex///cytosol///early endosome membrane","GO:0033565///GO:0005829///GO:0031901"
"203545_at","ALG8","79053","ALG8, alpha-1,3-glucosyltransferase","dolichol-linked oligosaccharide biosynthetic process///mannosylation///oligosaccharide-lipid intermediate biosynthetic process///protein N-linked glycosylation","GO:0006488///GO:0097502///GO:0006490///GO:0006487","alpha-1,3-mannosyltransferase activity///dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity","GO:0000033///GO:0042281///GO:0004583","endoplasmic reticulum membrane///endoplasmic reticulum membrane///integral component of membrane","GO:0005789///GO:0005789///GO:0016021"
"203546_at","IPO13","9670","importin 13","protein import into nucleus","GO:0006606","Ran GTPase binding///nuclear localization sequence binding///protein binding///protein transporter activity","GO:0008536///GO:0008139///GO:0005515///GO:0008565","cytoplasm///nuclear membrane","GO:0005737///GO:0031965"
"203547_at","CD4","920","CD4 molecule","T cell costimulation///T cell differentiation///T cell receptor signaling pathway///T cell selection///adaptive immune response///cell surface receptor signaling pathway///cytokine production///defense response to Gram-negative bacterium///entry into host cell///enzyme linked receptor protein signaling pathway///fusion of virus membrane with host plasma membrane///helper T cell enhancement of adaptive immune response///immune response///induction by virus of host cell-cell fusion///maintenance of protein location in cell///positive regulation of T cell proliferation///positive regulation of calcium ion transport into cytosol///positive regulation of calcium-mediated signaling///positive regulation of interleukin-2 biosynthetic process///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of protein kinase activity///regulation of T cell activation///regulation of defense response to virus by virus///response to estradiol///response to vitamin D///signal transduction///transmembrane receptor protein tyrosine kinase signaling pathway","GO:0031295///GO:0030217///GO:0050852///GO:0045058///GO:0002250///GO:0007166///GO:0001816///GO:0050829///GO:0030260///GO:0007167///GO:0019064///GO:0035397///GO:0006955///GO:0006948///GO:0032507///GO:0042102///GO:0010524///GO:0050850///GO:0045086///GO:0050731///GO:0045860///GO:0050863///GO:0050690///GO:0032355///GO:0033280///GO:0007165///GO:0007169","MHC class II protein binding///MHC class II protein binding///coreceptor activity///enzyme binding///extracellular matrix structural constituent///glycoprotein binding///immunoglobulin binding///protein binding///protein homodimerization activity///protein kinase binding///protein tyrosine kinase binding///receptor activity///transmembrane signaling receptor activity///virus receptor activity///zinc ion binding","GO:0042289///GO:0042289///GO:0015026///GO:0019899///GO:0005201///GO:0001948///GO:0019865///GO:0005515///GO:0042803///GO:0019901///GO:1990782///GO:0004872///GO:0004888///GO:0001618///GO:0008270","T cell receptor complex///early endosome///endoplasmic reticulum lumen///endoplasmic reticulum membrane///external side of plasma membrane///integral component of membrane///membrane raft///plasma membrane///plasma membrane","GO:0042101///GO:0005769///GO:0005788///GO:0005789///GO:0009897///GO:0016021///GO:0045121///GO:0005886///GO:0005886"
"203549_s_at","LPL","4023","lipoprotein lipase","cholesterol homeostasis///chylomicron remodeling///fatty acid biosynthetic process///fatty acid biosynthetic process///fatty acid biosynthetic process///lipoprotein metabolic process///phospholipid metabolic process///positive regulation of chemokine secretion///positive regulation of cholesterol storage///positive regulation of inflammatory response///positive regulation of macrophage derived foam cell differentiation///positive regulation of sequestering of triglyceride///response to cold///response to drug///response to glucose///retinoid metabolic process///triglyceride biosynthetic process///triglyceride catabolic process///triglyceride catabolic process///triglyceride homeostasis///triglyceride metabolic process///very-low-density lipoprotein particle remodeling///very-low-density lipoprotein particle remodeling","GO:0042632///GO:0034371///GO:0006633///GO:0006633///GO:0006633///GO:0042157///GO:0006644///GO:0090197///GO:0010886///GO:0050729///GO:0010744///GO:0010890///GO:0009409///GO:0042493///GO:0009749///GO:0001523///GO:0019432///GO:0019433///GO:0019433///GO:0070328///GO:0006641///GO:0034372///GO:0034372","apolipoprotein binding///heparin binding///lipoprotein lipase activity///lipoprotein lipase activity///lipoprotein lipase activity///phospholipase activity///protein binding///receptor binding///triglyceride binding///triglyceride lipase activity///triglyceride lipase activity","GO:0034185///GO:0008201///GO:0004465///GO:0004465///GO:0004465///GO:0004620///GO:0005515///GO:0005102///GO:0017129///GO:0004806///GO:0004806","anchored component of membrane///cell surface///chylomicron///extracellular exosome///extracellular matrix///extracellular region///extracellular space///plasma membrane///very-low-density lipoprotein particle","GO:0031225///GO:0009986///GO:0042627///GO:0070062///GO:0031012///GO:0005576///GO:0005615///GO:0005886///GO:0034361"
"203550_s_at","FAM189B","10712","family with sequence similarity 189 member B","biological_process","GO:0008150","WW domain binding///protein binding","GO:0050699///GO:0005515","integral component of membrane","GO:0016021"
"203552_at","MAP4K5","11183","mitogen-activated protein kinase kinase kinase kinase 5","activation of JUN kinase activity///activation of MAPKKK activity///intracellular signal transduction///protein phosphorylation","GO:0007257///GO:0000185///GO:0035556///GO:0006468","ATP binding///MAP kinase kinase kinase kinase activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///receptor signaling protein serine/threonine kinase activity","GO:0005524///GO:0008349///GO:0005515///GO:0004672///GO:0004674///GO:0004702","cytoplasm","GO:0005737"
"203554_x_at","PTTG1","9232","pituitary tumor-transforming 1","DNA repair///anaphase-promoting complex-dependent catabolic process///cell division///chromosome organization///homologous chromosome segregation///mitotic nuclear division///negative regulation of endopeptidase activity///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of transcription, DNA-templated///spermatogenesis///transcription from RNA polymerase II promoter","GO:0006281///GO:0031145///GO:0051301///GO:0051276///GO:0045143///GO:0007067///GO:0010951///GO:0042787///GO:0006355///GO:0007283///GO:0006366","SH3 domain binding///cysteine-type endopeptidase inhibitor activity///peptidase inhibitor activity///protein binding///transcription factor activity, sequence-specific DNA binding","GO:0017124///GO:0004869///GO:0030414///GO:0005515///GO:0003700","cytoplasm///cytosol///nucleus","GO:0005737///GO:0005829///GO:0005634"
"203556_at","ZHX2","22882","zinc fingers and homeoboxes 2","mRNA catabolic process///negative regulation of neuron differentiation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///somatic stem cell population maintenance///transcription, DNA-templated","GO:0006402///GO:0045665///GO:0000122///GO:0045892///GO:0035019///GO:0006351","DNA binding///identical protein binding///metal ion binding///protein binding///protein heterodimerization activity///protein homodimerization activity///transcription corepressor activity///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0042802///GO:0046872///GO:0005515///GO:0046982///GO:0042803///GO:0003714///GO:0003700","cytoplasm///nucleoplasm///nucleus///plasma membrane","GO:0005737///GO:0005654///GO:0005634///GO:0005886"
"203557_s_at","PCBD1","5092","pterin-4 alpha-carbinolamine dehydratase 1","L-phenylalanine catabolic process///oxidation-reduction process///positive regulation of transcription, DNA-templated///protein heterooligomerization///protein homotetramerization///regulation of protein homodimerization activity///tetrahydrobiopterin biosynthetic process///transcription, DNA-templated","GO:0006559///GO:0055114///GO:0045893///GO:0051291///GO:0051289///GO:0043496///GO:0006729///GO:0006351","4-alpha-hydroxytetrahydrobiopterin dehydratase activity///identical protein binding///phenylalanine 4-monooxygenase activity///protein binding///transcription coactivator activity","GO:0008124///GO:0042802///GO:0004505///GO:0005515///GO:0003713","cytoplasm///cytosol///extracellular exosome///nucleoplasm","GO:0005737///GO:0005829///GO:0070062///GO:0005654"
"203558_at","CUL7","9820","cullin 7","Golgi organization///IRE1-mediated unfolded protein response///epithelial to mesenchymal transition///microtubule cytoskeleton organization///mitotic cytokinesis///placenta development///positive regulation of dendrite morphogenesis///positive regulation of dendrite morphogenesis///protein ubiquitination///protein ubiquitination///protein ubiquitination///proteolysis///regulation of mitotic nuclear division///ubiquitin-dependent protein catabolic process///vasculogenesis///viral process","GO:0007030///GO:0036498///GO:0001837///GO:0000226///GO:0000281///GO:0001890///GO:0050775///GO:0050775///GO:0016567///GO:0016567///GO:0016567///GO:0006508///GO:0007088///GO:0006511///GO:0001570///GO:0016032","protein binding///ubiquitin protein ligase binding","GO:0005515///GO:0031625","3M complex///Cul7-RING ubiquitin ligase complex///Golgi apparatus///anaphase-promoting complex///centrosome///cytoplasm///cytosol///nucleoplasm///nucleus///perinuclear region of cytoplasm","GO:1990393///GO:0031467///GO:0005794///GO:0005680///GO:0005813///GO:0005737///GO:0005829///GO:0005654///GO:0005634///GO:0048471"
"203559_s_at","AOC1","26","amine oxidase, copper containing 1","amine metabolic process///cellular response to azide///cellular response to copper ion///cellular response to copper ion starvation///cellular response to heparin///cellular response to histamine///oxidation-reduction process///response to antibiotic///response to drug///xenobiotic metabolic process","GO:0009308///GO:0097185///GO:0071280///GO:0035874///GO:0071504///GO:0071420///GO:0055114///GO:0046677///GO:0042493///GO:0006805","calcium ion binding///copper ion binding///diamine oxidase activity///drug binding///heparin binding///histamine oxidase activity///methylputrescine oxidase activity///primary amine oxidase activity///propane-1,3-diamine oxidase activity///protein complex binding///protein homodimerization activity///quinone binding///receptor activity///zinc ion binding","GO:0005509///GO:0005507///GO:0052597///GO:0008144///GO:0008201///GO:0052598///GO:0052599///GO:0008131///GO:0052600///GO:0032403///GO:0042803///GO:0048038///GO:0004872///GO:0008270","bicellular tight junction///extracellular exosome///extracellular space///peroxisome///plasma membrane///plasma membrane","GO:0005923///GO:0070062///GO:0005615///GO:0005777///GO:0005886///GO:0005886"
"203560_at","GGH","8836","gamma-glutamyl hydrolase","glutamine metabolic process///proteolysis///response to drug///response to ethanol///response to insulin///response to zinc ion///tetrahydrofolylpolyglutamate metabolic process","GO:0006541///GO:0006508///GO:0042493///GO:0045471///GO:0032868///GO:0010043///GO:0046900","exopeptidase activity///gamma-glutamyl-peptidase activity///omega peptidase activity","GO:0008238///GO:0034722///GO:0008242","cytosol///extracellular exosome///extracellular space///lysosome///melanosome///nucleus///vacuole","GO:0005829///GO:0070062///GO:0005615///GO:0005764///GO:0042470///GO:0005634///GO:0005773"
"203561_at","FCGR2A","2212","Fc fragment of IgG receptor IIa","Fc-gamma receptor signaling pathway involved in phagocytosis","GO:0038096","IgG binding///protein binding","GO:0019864///GO:0005515","extracellular exosome///integral component of membrane///plasma membrane","GO:0070062///GO:0016021///GO:0005886"
